ID,ShortDesc,Engine,Year,Month,Displacement,Power_kW,Horsepower,Km,PictureCount,Prices
16299945,RENAULT MEGANE Grandtour 1.6 Dynamique,Benzin,2004,9,1598,83,113,196000,4,750000
16292394,RENAULT MEGANE 1.5 dCi Privilege,Diesel,2007,12,1461,78,106,240000,4,750000
16274348,RENAULT MEGANE 1.5 dCi Authentique,Diesel,2005,4,1461,74,101,170000,4,750000
16259286,RENAULT MEGANE 1.5 dCi Live,Diesel,2006,12,1461,78,106,327841,2,750000
16259197,RENAULT MEGANE 1.6 16V Authentique Komfort,Benzin,2004,10,1598,83,113,198000,4,750000
16236439,RENAULT MEGANE CC 1.9 dCi Privilege Xenon. Keyless,Diesel,2004,12,1870,88,120,205000,6,750000
16213947,RENAULT MEGANE 1.6 Dynamique,Benzin,2003,8,1598,83,113,211300,2,750000
16213268,RENAULT MEGANE 1.9 dCi Privilege,Diesel,2004,6,1870,88,120,278000,6,750000
16161508,RENAULT MEGANE Grandtour 1.9 dCi Privilege,Diesel,2008,8,1870,96,131,199000,6,750000
16077717,RENAULT MEGANE 1.9 dCi Authentique Plus,Diesel,2004,2,1870,88,120,188826,6,750000
14865244,RENAULT MEGANE Grandtour 1.6 Privilege (Automata),LPG,2007,2,1598,82,111,194931,10,750000
16050134,RENAULT MEGANE Grandtour 1.5 dCi Dynamique 130e km/Szervízkönyves,Diesel,2006,5,1461,63,86,130000,6,759000
16182407,RENAULT MEGANE 1.4 Authentique Plus,LPG,2006,12,1390,72,98,198466,4,760000
13580380,RENAULT MEGANE 1.9 dCi Privilege,Diesel,2004,12,1870,88,120,199650,5,769000
15945956,RENAULT MEGANE Grandtour 1.5 dCi Expression,Diesel,2007,10,1461,78,106,220000,6,779000
16299377,RENAULT MEGANE Grandtour 1.9 dCi Privilege,Diesel,2004,11,1870,88,120,232000,6,780000
16249831,RENAULT MEGANE 1.6 Privilege (Automata),Benzin,2006,NA,1598,82,111,266000,6,780000
16229102,RENAULT MEGANE CC 1.9 dCi Privilege CABRIO----ÜVEG KEMÉNYTETŐ !!,Diesel,2004,4,1870,88,120,261000,12,780000
15824440,RENAULT MEGANE Limousine 1.6 Authentique Plus Tulajdonostól ! Magyarországi !,Benzin,2005,7,1598,83,113,125000,6,780000
15898933,RENAULT MEGANE Grandtour 1.5 dCi Dynamique AUTOMATAVÁLTÓS!!Ózonos fertőtlenítéssel!!,Diesel,2005,7,1461,73,99,220000,12,785000
15871935,RENAULT MEGANE 1.6 Dynamique,Benzin,2002,10,1598,83,113,124000,5,785000
16150297,RENAULT MEGANE 1.4 Voyage MO-I+120.000.KM+KLÍMA+VEZETETT SZ.FÜZET,Benzin,2006,11,1390,72,98,120000,12,787000
16269188,RENAULT MEGANE 1.4 Authentique,Benzin,2005,8,1390,72,98,156000,6,789000
16264802,RENAULT MEGANE 1.5 dCi Authentique,Diesel,2005,3,1461,60,82,194278,6,790000
16263653,RENAULT MEGANE 1.5 dCi Dynamique,Diesel,2007,5,1461,78,106,153000,6,790000
16263238,RENAULT MEGANE 1.5 dCi Privilege,Diesel,2007,6,1461,78,106,250183,6,790000
16201833,RENAULT MEGANE CC 1.9 dCi Privilege SÉRÜLÉSMENTES!,Diesel,2004,9,1870,88,120,248000,11,790000
16196864,RENAULT MEGANE Grandtour 1.9 dCi Privilege,Diesel,2008,NA,1870,96,131,290000,6,790000
16172914,RENAULT MEGANE Limousine 1.6 Authentique,Benzin,2004,8,1598,83,113,201000,12,790000
16162813,RENAULT MEGANE Grandtour 1.5 dCi Expression MAGYARORSZÁGI. SZERVIZELT,Diesel,2008,12,1461,63,86,182940,6,790000
16146684,RENAULT MEGANE Limousine 1.5 dCi Authentique Ingázók. bejárók! 4L/100km,Diesel,2005,6,1461,60,82,216000,6,790000
16072023,RENAULT MEGANE Limousine 1.4 Authentique Plus,Benzin,2005,4,1390,72,98,178000,10,790000
15862692,RENAULT MEGANE Grandtour 1.6 Dynamique Friss Szerviz!!,Benzin,2007,12,1598,82,111,227451,11,790000
14604929,RENAULT MEGANE 1.9 dCi Dynamique,Diesel,2007,2,1870,88,120,166453,6,790000
16301790,RENAULT MEGANE 1.5 dCi Authentique,Diesel,2004,5,1461,60,82,248000,6,795000
16265125,RENAULT MEGANE Grandtour 1.9 dCi Privilege AKCIÓ,Diesel,2005,10,1870,96,131,205000,12,795000
16253773,RENAULT MEGANE Grandtour 1.4 Authentique,Benzin,2006,1,1390,72,98,317000,5,798000
15877743,RENAULT MEGANE Grandtour 1.4 Expression JOBB MINT GONDOLNÁD,Benzin,2006,9,1390,72,98,192000,12,798000
10535026,RENAULT MEGANE 1.4 Authentique Plus MAGYARORSZÁGI.SZERVIZKÖNYV.KLI,Benzin,2003,3,1390,72,98,142528,6,798000
16301848,RENAULT MEGANE Grandtour 1.5 dCi Extreme,Diesel,2008,7,1461,78,106,208000,10,799000
16297311,RENAULT MEGANE Grandtour 1.9 dCi Privilege,Diesel,2006,3,1870,96,131,304000,7,799000
16265928,RENAULT MEGANE Limousine 1.6 Expression,Benzin,2007,3,1598,82,111,236350,6,799000
16291632,RENAULT MEGANE 1.5 dCi Authentique FRISS 2 ÉV MŰSZAKIVAL!,Diesel,2003,12,1461,60,82,238000,6,799000
16268286,RENAULT MEGANE Limousine 1.6 Dynamique Plus Magyarországi Gyári kulcsok,Benzin,2004,10,1598,83,113,205362,12,799000
16244077,RENAULT MEGANE Limousine 1.5 dCi Azure GARANCIÁVAL!!,Diesel,2005,8,1461,73,99,298507,12,799000
16201570,RENAULT MEGANE Limousine 1.6 Dynamique Magyar.Szervizkönyv.1 tulaj,Benzin,2006,2,1598,82,111,238170,6,799000
16124703,RENAULT MEGANE Grandtour 1.5 dCi Azure,Diesel,2006,11,1461,63,86,227154,5,799000
15972694,RENAULT MEGANE 1.4 Authentique,Benzin,2005,8,1390,72,98,198000,6,799000
15953310,RENAULT MEGANE Grandtour 1.5 dCi Azure 124000KM!!,Diesel,2007,8,1461,78,106,124000,11,799000
15927652,RENAULT MEGANE Limousine 1.5 dCi Expression GARANCIÁVAL,Diesel,2008,4,1461,78,106,317000,12,799000
15715069,RENAULT MEGANE Grandtour 1.6 Authentique TEMPOMAT-KLÍMA-4X ELEKTROMOS ABLAK,Benzin,2004,5,1598,83,113,311457,8,799000
15507956,RENAULT MEGANE 1.6 Dynamique SZERVIZKÖNYV!,Benzin,2007,2,1598,83,113,244000,6,799000
15389423,RENAULT MEGANE Grandtour 1.5 dCi Authentique Plus,Diesel,2007,7,1461,63,86,297000,11,799000
15355652,RENAULT MEGANE 1.9 dCi Expression Komfort,Diesel,2004,8,1870,88,120,332176,12,799000
15129477,RENAULT MEGANE 1.5 dCi Authentique Plus Első Tulaj szervizkönyves!,Diesel,2005,12,1461,60,82,237000,5,799000
14059588,RENAULT MEGANE Grandtour 1.4 Authentique GARANCIÁVAL,Benzin,2004,4,1390,72,98,243355,12,799000
15996730,RENAULT MEGANE 1.9 dCi Dynamique,Diesel,2005,5,1870,88,120,205000,6,799500
16196822,RENAULT MEGANE CC 2.0 T Privilege Exception felsz.. LPG!,Benzin,2006,NA,1998,120,163,340000,6,799900
16247765,RENAULT MEGANE Grandtour 1.5 dCi Expression,Diesel,2007,9,1461,78,106,274600,6,800000
16228099,RENAULT MEGANE 2.0 T Dynamique Plus,Benzin,2005,4,1998,120,163,221000,6,800000
16215557,RENAULT MEGANE 1.5 dCi Azure,Diesel,2007,NA,1461,78,106,340000,6,800000
15848676,RENAULT MEGANE Limousine 1.5 dCi Authentique Plus,Diesel,2004,NA,1461,60,82,230947,4,800000
16228519,RENAULT MEGANE 1.4 Extreme,Benzin,2008,3,1390,72,98,158000,6,819000
16291918,RENAULT MEGANE 1.9 dCi Dynamique,Diesel,2004,6,1910,88,120,258000,2,820000
16292441,RENAULT MEGANE 1.4 Expression,Benzin,2007,2,1390,72,98,194448,6,847000
16276672,RENAULT MEGANE 1.9 dCi Privilege,Diesel,2003,4,1870,88,120,236575,6,849000
15782403,RENAULT MEGANE Grandtour 1.5 dCi Voyage 1 ÉV GARANCIA! FRISS MŰSZAKI!,Diesel,2007,12,1461,78,106,189500,12,849000
16288741,RENAULT MEGANE M,Diesel,2005,11,1461,63,86,164809,6,850000
16209365,RENAULT MEGANE 1.6 Dynamique Grandtur,Benzin,2006,8,1598,82,111,310000,6,850000
16198017,RENAULT MEGANE 1.6 16V Authentique,Benzin,2003,11,1598,83,113,68504,6,850000
16196040,RENAULT MEGANE 1.5 dCi Authentique,Diesel,2005,6,1461,60,82,175957,6,850000
16184839,RENAULT MEGANE 1.6 16V Dynamique Komfort Friss Szerviz!Gyönyörű állapot!,Benzin,2007,4,1598,83,113,113718,10,850000
16163254,RENAULT MEGANE CC 1.6 Privilege,Benzin,2005,NA,1598,83,113,191000,5,850000
16034271,RENAULT MEGANE Limousine 1.5 dCi Dynamique AKÁR 1 ÉV GARANCIÁVAL,Diesel,2007,NA,1461,78,106,229000,9,850000
15956570,RENAULT MEGANE 1.4 Authentique,Benzin,2003,6,1390,72,98,165000,4,850000
16291795,RENAULT MEGANE 1.5 dCi Advantage,Diesel,2011,12,1461,81,110,353000,6,869000
15924908,RENAULT MEGANE 1.5 dCi Expression,Diesel,2007,12,1461,76,103,179553,6,870000
16160427,RENAULT MEGANE Grandtour 1.5 dCi Expression,Diesel,2010,6,1461,63,86,313000,10,875000
16096018,RENAULT MEGANE Limousine 1.9 dCi Dynamique Plus MAGYARORSZÁGI,Diesel,2004,12,1870,88,120,189708,9,877000
15115306,RENAULT MEGANE 1.6 16V Dynamique Komfort,Benzin,2005,11,1598,83,113,234300,5,879000
16275990,RENAULT MEGANE Lim. 1.4 Expression MAGYARORSZÁGI.SZERVIZKÖNYVES,Benzin,2007,4,1390,72,98,230918,6,880000
16255126,RENAULT MEGANE 1.6 16V RT Cool,Benzin,2000,1,1598,79,107,78660,6,880000
15644723,RENAULT MEGANE 1.5 dCi Authentique Plus (Automata),Diesel,2004,NA,1461,73,99,171000,6,880000
13271729,RENAULT MEGANE Classic 1.6 RN,Benzin,1999,5,1598,66,90,50000,1,880000
16274174,RENAULT MEGANE 1.6 16V Alize Klíma!!!,Benzin,2003,3,1598,79,107,128274,12,885000
16296517,RENAULT MEGANE 1.6 Dynamique,Benzin,2003,11,1598,83,113,156493,6,890000
16263880,RENAULT MEGANE 1.5 dCi Expression 106le 6seb.friss műszakival,Diesel,2007,11,1461,78,106,96000,6,890000
16163270,RENAULT MEGANE Grandtour 1.5 dCi Expression Magyarországi. Vezetett szervizkönyv!!,Diesel,2008,12,1461,63,86,185000,7,890000
16108357,RENAULT MEGANE Limousine 1.5 dCi Expression,Diesel,2008,2,1461,78,106,212856,6,890000
15891610,RENAULT MEGANE CC 1.9 dCi Privilege FIX ÁR!,Diesel,2006,10,1870,96,131,203550,10,895000
15695446,RENAULT MEGANE Limousine 2.0 dCi Privilege,Diesel,2006,5,1995,110,150,237778,6,897000
16248752,RENAULT MEGANE Limousine 1.5 dCi Extreme Magyarországi! Megkímélt! 6 sebességes!,Diesel,2008,4,1461,78,106,235000,10,898000
16274506,RENAULT MEGANE 1.5 dCi 105 DPF Dynamique,Diesel,2008,3,1461,76,103,180000,6,899000
16216030,RENAULT MEGANE Limousine 1.5 dCi Dynamique M.ORSZÁGI-ÚJ GUMIK-FRISS MŰSZAKI!!!,Diesel,2005,6,1461,78,106,177000,12,899000
16269595,RENAULT MEGANE Grandtour 1.4 Live,Benzin,2007,4,1390,72,98,180000,12,899000
16257908,RENAULT MEGANE Grandtour 1.6 Dynamique,Benzin,2008,5,1598,82,111,217000,12,899000
16231260,RENAULT MEGANE Limousine 1.6 Dynamique Magyarországi.Szervízkönyves,Benzin,2007,3,1598,82,111,171000,10,899000
16220775,RENAULT MEGANE Limousine 1.5 dCi Privilege,Diesel,2008,5,1461,78,106,405000,12,899000
16211561,RENAULT MEGANE Grandtour 1.5 dCi Advantage AKCIÓS ÁR!!!!,Diesel,2011,4,1461,66,90,305400,6,899000
16208621,RENAULT MEGANE 1.6 Privilege Friss Műszaki! Hideg Klíma! Napfénytető!,Benzin,2004,7,1598,83,113,239778,12,899000
16206841,RENAULT MEGANE Limousine 1.5 dCi Privilege Friss nagyszervíz elvégezve,Diesel,2008,7,1461,78,106,233000,12,899000
16203106,RENAULT MEGANE Grandtour 1.9 dCi Extreme Plus,Diesel,2008,7,1870,96,131,187000,12,899000
16082831,RENAULT MEGANE 1.5 dCi Dynamique EDC,Diesel,2011,NA,1461,81,110,399000,5,899000
15927688,RENAULT MEGANE 1.4 Voyage Magyarországi! 124.600km,Benzin,2007,5,1390,72,98,124600,12,899000
15721146,RENAULT MEGANE CC 1.9 dCi Dynamique GARANCIÁVAL!,Diesel,2007,3,1870,96,131,170000,2,899000
15574807,RENAULT MEGANE Grandtour 1.5 dCi Dynamique ELSŐ TULAJDONOS! NAGYON SZÉP ÁLLAPOT! MAGYARORSZÁGI!!,Diesel,2005,NA,1461,60,82,124007,11,899000
15009990,RENAULT MEGANE Grandtour 1.5 dCi Expression,Diesel,2008,4,1461,78,106,172000,12,899000
14360101,RENAULT MEGANE CC 1.6 Authentique Plus,Benzin,2004,7,1598,83,113,219280,5,899000
13965572,RENAULT MEGANE Limousine 1.5 dCi Live MAGYARORSZÁGI!ELSŐ TULAJ !!,Diesel,2008,NA,1461,78,106,187000,11,899000
16260283,RENAULT MEGANE 1.5 dCi Advantage akció csak ma rendszeresen szervizelve garancia,Diesel,2012,12,1461,66,90,320064,6,899999
16259582,RENAULT MEGANE 1.9 dCi 130 DPF Dynamique,Diesel,2008,5,1870,96,131,285000,4,900000
16066454,RENAULT MEGANE 1.4 Authentique Plus,Benzin,2005,1,1390,72,98,163000,6,900000
16005002,RENAULT MEGANE CC 1.9 dCi Privilege,Diesel,2007,NA,1870,96,131,268000,6,900000
16280701,RENAULT MEGANE CC 1.9 dCi Dynamique,Diesel,2005,2,1870,88,120,270000,6,920000
15234562,RENAULT MEGANE Grandtour 1.6 Privilege DIGITKLÍMA.TEMPOMAT.4EL.ABLAK,Benzin/Gáz,2007,4,1598,82,111,149151,10,920000
16209300,RENAULT MEGANE,Diesel,2006,7,1461,63,86,191300,6,935000
15823725,RENAULT MEGANE Grandtour 1.5 dCi Dynamique Klíma,Diesel,2009,12,1461,81,110,300000,6,945000
14687345,RENAULT MEGANE Limousine 1.4 Live Mo-i. első tulaj. 126 110km. télikerék szett,Benzin,2007,6,1390,72,98,126110,12,949000
12132457,RENAULT MEGANE Limousine 1.6 Extreme,Benzin,2008,12,1598,82,111,213399,12,949000
16264627,RENAULT MEGANE Limousine 1.4 Authentique MAGYAR+1.TULAJ+VÉGIG VEZ SZERVÍZKÖNYV,Benzin,2007,5,1390,72,98,185000,5,950000
16209534,RENAULT MEGANE 1.6 Generation,Benzin,2010,10,1598,81,110,289000,3,950000
16198536,RENAULT MEGANE Limousine 1.4 Authentique Plus,Benzin,2006,5,1390,72,98,185000,6,950000
16190653,RENAULT MEGANE 1.9 dCi Privilege,Diesel,2006,NA,1870,88,120,192000,10,950000
16189886,RENAULT MEGANE Grandtour 1.4 Expression,Benzin,2007,6,1390,72,98,91000,6,950000
16055762,RENAULT MEGANE Grandtour 1.5 dCi Expression,Diesel,2009,11,1461,81,110,303322,6,950000
15923711,RENAULT MEGANE CC 1.9 dCi Privilege,Diesel,2005,6,1870,88,120,309550,6,950000
15699606,RENAULT MEGANE Limousine 1.5 dCi Expression,Diesel,2007,8,1461,63,86,184000,6,950000
16295409,RENAULT MEGANE CC 1.6 Dynamique,Benzin,2003,12,1598,83,113,122840,7,980000
16124905,RENAULT MEGANE CC 1.6 Privilege VezSzkönyvDigitEspFélbőrAlu1tul,Benzin,2004,6,1598,83,113,200000,12,989000
16133354,RENAULT MEGANE 1.6 Azure,Benzin,2006,2,1598,83,113,141278,6,990000
16084739,RENAULT MEGANE Limousine 1.4 Authentique Téli nyári kerékkel,Benzin,2005,11,1390,72,98,79721,12,990000
15947919,RENAULT MEGANE 1.6 16V Authentique Cool,Benzin,2001,1,1598,79,107,69000,6,990000
15937829,RENAULT MEGANE CC 1.6 Authentique Plus,Benzin,2007,7,1598,82,111,183950,6,990000
15081358,RENAULT MEGANE 1.9 dCi Dynamique SZERVIZKÖNYV. GARANTÁLT KILOMÉTER. MEGKÍMÉLT ÁLLAPOT. ÜZEMBE HELYEZÉS 2 MUNKANAP,Diesel,2004,10,1870,88,120,160000,12,990000
16261374,RENAULT MEGANE Limousine 1.6 Expression 1.TULAJDONOS,Benzin,2006,6,1598,82,111,181650,11,995000
16296724,RENAULT MEGANE Limousine 1.6 Expression 2 kulcs! 119.000KM! Magyar 1. tulaj! Szép állapot! Kisebb csere!,Benzin,2008,2,1598,82,111,119000,6,999000
16268405,RENAULT MEGANE Grandtour 1.6 Privilege,Benzin,2006,3,1598,83,113,184723,12,999000
16260528,RENAULT MEGANE CC 2.0 Privilege Digitális Klíma,Benzin,2006,1,1998,99,135,183650,12,999000
16243010,RENAULT MEGANE 1.5 dCi Dynamique EDC,Diesel,2011,2,1461,81,110,347150,6,999000
16241739,RENAULT MEGANE CC 1.6 Dynamique (Automata),Benzin,2004,5,1598,83,113,157200,11,999000
16220538,RENAULT MEGANE 1.9 dCi 130 DPF Dynamique,Diesel,2009,11,1870,96,131,311665,4,999000
16100761,RENAULT MEGANE Grandtour 1.9 dCi Extreme Plus (Automata),Diesel,2007,12,1870,96,131,104500,6,999000
16094327,RENAULT MEGANE CC 1.9 dCi Privilege (FOGLALÓZVA),Diesel,2005,NA,1870,88,120,276000,12,999000
16016260,RENAULT MEGANE CC 1.9 dCi Dynamique 173 e km!KARMANN!,Diesel,2007,12,1870,96,131,173000,9,999000
15487333,RENAULT MEGANE CC 1.6 Monaco (Automata),Benzin,2005,9,1598,83,113,138233,10,999000
15255845,RENAULT MEGANE Limousine 1.5 dCi Dynamique Plus 174.000 KM!!! ÚJSZERŰ!!! MAGYAR!!! AKÁR 0 FT-TAL IS ALVIHETŐ,Diesel,2004,10,1461,73,99,174380,6,999000
15065356,RENAULT MEGANE Grandtour 1.6 Dynamique Digitális klíma. 169.000KM!,Benzin,2006,12,1598,82,111,169000,6,999000
15048501,RENAULT MEGANE Grandtour 1.5 dCi Dynamique KITŰNŐ ÁLLAPOT-188.000 KM!!!,Diesel,2007,2,1461,78,106,188000,6,999000
14659742,RENAULT MEGANE CC 1.9 dCi Privilege SZERVIZKÖNYV FULL EXTRA,Diesel,2004,6,1870,88,120,175847,12,999000
16273796,RENAULT MEGANE 2.0 Privilege Panorámatető,Benzin,2006,3,1998,99,135,130207,12,999999
16230207,RENAULT MEGANE 1.5 dCi Expression Pajzs. renaultnál szervizelt!,Diesel,2009,10,1461,78,106,313450,6,999999
16094830,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,Diesel,2009,3,1461,78,106,210779,12,999999
15601747,RENAULT MEGANE CC 1.6 Privilege BŐR BELSŐ+ÜVEGTETŐ+SZERVIZKÖNYV+ALUFELNI!!!!!,Benzin,2005,5,1598,83,113,117000,11,999999
14453850,RENAULT MEGANE Limousine 1.6 Privilege (Automata) Megbizható Benzines!,Benzin,2007,5,1598,82,111,176720,12,999999
16217984,RENAULT MEGANE 1.5 dCi Privilege,Diesel,2008,5,1461,78,106,440000,1,1000000
15970319,RENAULT MEGANE 1.5 dCi 105 DPF Dynamique,Diesel,2007,NA,1461,78,106,240880,5,1000000
15914497,RENAULT MEGANE Grandtour 1.4 Expression Szervizkönyv+Klíma,Benzin,2007,11,1390,72,98,151000,5,1020000
16233995,RENAULT MEGANE CC 1.9 dCi Dynamique,Diesel,2005,6,1870,88,120,179493,10,1049000
15799534,RENAULT MEGANE 2.0 Dynamique,Benzin,2005,11,1998,99,135,188256,12,1049000
14809305,RENAULT MEGANE CC 1.6 Authentique Plus,Benzin,2006,4,1598,82,111,183080,11,1049000
14407298,RENAULT MEGANE CC 1.9 dCi Privilege 4XLÉGZS.KEYLESS&GO.ÜLÉS.FŰTÉS.DIG.KLÍMA,Diesel,2005,3,1870,88,120,180000,9,1049000
16281864,RENAULT MEGANE CC 1.6 Dynamique FRISS MŰSZAKI! ALUFELNI!,Benzin,2005,9,1598,83,113,158000,12,1050000
16243174,RENAULT MEGANE Limousine 1.4 Authentique Plus Garantáltan 56000 km-rel,Benzin,2003,12,1390,72,98,55975,6,1050000
16080039,RENAULT MEGANE Limousine 1.6 Expression,Benzin,2007,3,1598,82,111,153600,7,1050000
15729007,RENAULT MEGANE Limousine 1.4 Authentique,Benzin,2006,6,1390,72,98,95150,5,1050000
15872007,RENAULT MEGANE Grandtour 1.6 Dynamique,Benzin,2007,5,1598,82,111,168000,5,1070000
16115543,RENAULT MEGANE CC 1.9 dCi Dynamique FRISS OLAJ+VEZÉRLÉS!!!,Diesel,2005,1,1870,88,120,147535,11,1079000
16297487,RENAULT MEGANE Grandtour 1.5 dCi Expression,Diesel,2009,12,1461,63,86,273139,6,1090000
16293957,RENAULT MEGANE CC 1.9 dCi Privilege B-144,Diesel,2007,6,1870,96,131,147015,12,1090000
16251119,RENAULT MEGANE 1.5 dCi TomTom,Diesel,2010,11,1461,81,110,261000,10,1090000
16198427,RENAULT MEGANE Limousine 1.4 Live,Benzin,2007,11,1390,72,98,142000,6,1090000
16179237,RENAULT MEGANE Grandtour 1.6 Expression Magyar Szervkönyv Valós Km!,Benzin,2007,1,1598,82,111,186000,12,1090000
15945975,RENAULT MEGANE Grandtour 1.4 Extreme,Benzin,2008,11,1390,72,98,196000,4,1090000
15429786,RENAULT MEGANE Limousine 1.4 Authentique,Benzin,2008,1,1390,72,98,112000,11,1090000
15385285,RENAULT MEGANE Limousine 1.4 Authentique Plus,Benzin,2003,NA,1390,72,98,70000,6,1090000
16289659,RENAULT MEGANE 1.9 dCi GRANDTOUR PRIVILEGE,Diesel,2010,7,1870,96,131,392329,10,1097000
16279645,RENAULT MEGANE CC 1.9 dCi Privilege XENON. DIGIT KLÍMA/BŐRBELSŐ. NAVI,Diesel,2005,5,1870,88,120,179000,12,1098000
16299503,RENAULT MEGANE 1.6 16V Dynamique Komfort,Benzin,2006,3,1598,83,113,148500,6,1099000
16298190,RENAULT MEGANE Grandtour 1.6 Live Első Tulaj. Benzin+ Gázüzem !,Benzin,2007,5,1598,82,111,193000,12,1099000
16267132,RENAULT MEGANE CC 1.6 SZÉP ÁLLAPOT!!!,Benzin,2004,4,1598,83,113,118000,11,1099000
16257800,RENAULT MEGANE Limousine 1.4 Base MO-i,Benzin,2008,6,1390,72,98,157376,12,1099000
16256644,RENAULT MEGANE Limousine 1.6 Extreme TEMPOMAT+GYÁRI ALUFELNI!!,Benzin,2008,5,1598,82,111,189668,10,1099000
16244496,RENAULT MEGANE 1.6 Expression DIGITÁLIS KLÍMA. ESŐÉRZÉKELŐ,Benzin,2007,7,1598,82,111,183427,11,1099000
16058302,RENAULT MEGANE Limousine 2.0 dCi Privilege Mo.-i,Diesel,2006,9,1995,110,150,201740,5,1099000
15978511,RENAULT MEGANE CC 1.6 Authentique Plus,Benzin,2005,1,1598,83,113,168000,5,1099000
15957064,RENAULT MEGANE CC 1.6 Authentique Plus Kitűnő állapot!!,Benzin,2006,5,1598,82,111,150270,11,1099000
14749515,RENAULT MEGANE 1.5 dCi 85 DPF Dynamique,Diesel,2008,8,1461,63,86,171000,12,1099000
9456110,RENAULT MEGANE 1.6 Dynamique ÚJSZERŰ!84000-KM!,Benzin,2006,NA,1598,83,113,84000,12,1099000
14920084,RENAULT MEGANE Grandtour 1.5 dCi Expression GARANCIÁS!!!,Diesel,2007,4,1461,78,106,145000,12,1099999
16260034,RENAULT MEGANE Limousine 1.9 dCi Privilege,Diesel,2007,3,1870,96,131,131600,6,1100000
16200012,RENAULT MEGANE 1.5 dCi 85 DPF Dynamique,Diesel,2009,5,1461,63,86,214000,6,1100000
16197756,RENAULT MEGANE 1.5 dCi Advantage EDC,Diesel,2012,1,1461,81,110,236476,5,1100000
16195350,RENAULT MEGANE CC 1.9 dCi Privilege,Diesel,2006,7,1870,96,131,224000,5,1100000
16074560,RENAULT MEGANE CC 1.6 Authentique Plus KARMANN,Benzin,2006,6,1598,82,111,140000,12,1120000
15207655,RENAULT MEGANE 1.6 Extreme GYÁRILAG BENZIN GÁZ!!! 1200 FT/100KM,Benzin/Gáz,2008,5,1598,82,111,144868,7,1128000
16290397,RENAULT MEGANE CC 2.0 Monaco Tempomat. Digitális Klíma,Benzin,2004,12,1998,99,135,143000,12,1139000
16299402,RENAULT MEGANE Limousine 1.4 Live Magyar---135.500km---sérülésmentes,Benzin,2008,NA,1390,72,98,135500,12,1149000
16249294,RENAULT MEGANE CC 2.0 Dynamique,Benzin,2005,6,1998,99,135,158354,12,1149000
15926797,RENAULT MEGANE Limousine 1.6 Dynamique 141000 KM!!!,Benzin,2007,4,1598,83,113,141000,10,1149000
16281651,RENAULT MEGANE 1.5 dCi TomTom,Diesel,2010,NA,1461,66,90,180000,6,1150000
16248507,RENAULT MEGANE Grandtour 1.5 dCi Authentique,Diesel,2010,3,1461,63,86,288000,5,1150000
16175992,RENAULT MEGANE CC 1.9 dCi Privilege,Diesel,2007,6,1870,96,131,250000,6,1150000
16223941,RENAULT MEGANE Grandtour 1.5 dCi Dynamique EDC Mo-i.Váltózár.Leinformálható!,Diesel,2010,7,1461,81,110,203732,11,1179000
15977823,RENAULT MEGANE Grandtour 1.4 Extreme Első tulajdonostól.Szervizkönyv!,Benzin,2009,5,1390,72,98,159597,12,1180000
16287771,RENAULT MEGANE CC 1.9 dCi Privilege,Diesel,2006,1,1870,96,131,203041,12,1189000
16285448,RENAULT MEGANE Lim. 1.4 Expression,Benzin,2008,4,1390,72,98,182000,6,1190000
16284259,RENAULT MEGANE 1.5 dCi 105 DPF Dynamique,Diesel,2009,2,1461,78,106,234443,6,1190000
16260660,RENAULT MEGANE 1.5 dCi Dynamique,Diesel,2013,3,1461,81,110,350000,3,1190000
16070763,RENAULT MEGANE Limousine 1.5 dCi Authentique 39ekm!.Újszerű.Klíma.Ködlámpa.Multikormány,Diesel,2005,5,1461,60,82,39704,12,1190000
16012000,RENAULT MEGANE CC 1.6 Authentique Plus,Benzin,2005,6,1598,83,113,135000,5,1190000
15940717,RENAULT MEGANE 1.5 dCi Voyage Full Extra,Diesel,2007,7,1461,78,106,325000,6,1190000
15651289,RENAULT MEGANE 1.5 dCi Generation,Diesel,2010,3,1461,63,86,208000,5,1190000
15611460,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,Diesel,2011,10,1461,81,110,275000,5,1190000
15958652,RENAULT MEGANE 1.4 Expression Magyar. 1. tulajdonos. szervizkönyves!,Benzin,2007,9,1390,72,98,92145,6,1195000
16289450,RENAULT MEGANE 1.6 Advantage,Benzin,2011,7,1598,74,101,355454,12,1199000
16158332,RENAULT MEGANE Limousine 1.4 Base 70000km! MAGYARORSZÁGI!1TULAJ,Benzin,2008,5,1390,72,98,70000,6,1199000
16131577,RENAULT MEGANE CC 1.5 dCi Monaco,Diesel,2007,3,1461,78,106,220000,6,1199000
16026783,RENAULT MEGANE 1.5 dCi Generation +TELJESEN LESZERViZELVE+,Diesel,2009,2,1461,66,90,309800,12,1199000
16026658,RENAULT MEGANE 1.9 dCi Dynamique SCENIC,Diesel,2008,8,1870,96,131,205000,11,1199000
15824500,RENAULT MEGANE CC 1.9 dCi Privilege garanciával . ingyen szervízekkel,Diesel,2005,4,1870,88,120,103,11,1199000
14250736,RENAULT MEGANE CC 2.0 Privilege,Benzin,2005,3,1998,99,135,96000,11,1199000
16224752,RENAULT MEGANE 1.6 16V Dynamique Komfort,Benzin,2005,3,1598,83,113,153000,6,1199900
